run_accession,study_accession,sample_accession,scientific_name,sample_title,tissue_type,dev_stage,tissue,tissue_source,condition,condition_source,metadata_source,study_title,metadata_blob
SRR27366464,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,"Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 1, mid | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 1, mid | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassified Narcissu"
SRR27366465,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,"Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 4, bottom | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 4, bottom | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassified Na"
SRR27366466,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,"Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 3, bottom | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 3, bottom | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassified Na"
SRR27366467,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,"Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 2, bottom | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 2, bottom | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassified Na"
SRR27366468,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,"Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 1, bottom | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 1, bottom | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassified Na"
SRR27366469,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete inflorerscence 3 | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete inflorerscence 3 | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassifie
SRR27366470,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,"Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete bulb scale, mid-outer | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete bulb scale, mid-outer | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from u"
SRR27366471,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,"Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete bulb scale, mid-outer | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete bulb scale, mid-outer | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from u"
SRR27586333,PRJNA1065507,SAMN39463009,Lycoris aurea,Plant sample from Lycoris aurea,one-year-old seedlings,,Whole plant/Seedling,declared,Control,sample text,ENA,Lycoris aurea Raw sequence reads,one-year-old seedlings | Plant sample from Lycoris aurea | Sample_ck_24_a | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | 24h untreated sample 1 | BioSampleModel=Plant | INSDC secondary accession=SRS20157378 | NCBI submission package=Plant.1.0 | age=1 | collection_date=2019-02-01 | geo_loc_name=China:NanJing | isolate=24h untreated sample 1 | organism=Lycoris aurea | tissue=one-year-old seedlings | title=Plant sample from Lycoris aurea
SRR27586334,PRJNA1065507,SAMN39463008,Lycoris aurea,Plant sample from Lycoris aurea,one-year-old seedlings,,Whole plant/Seedling,declared,Control,sample text,ENA,Lycoris aurea Raw sequence reads,one-year-old seedlings | Plant sample from Lycoris aurea | Sample_ck_12_c | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | 12h untreated sample 3 | BioSampleModel=Plant | INSDC secondary accession=SRS20157377 | NCBI submission package=Plant.1.0 | age=1 | collection_date=2019-02-01 | geo_loc_name=China:NanJing | isolate=12h untreated sample 3 | organism=Lycoris aurea | tissue=one-year-old seedlings | title=Plant sample from Lycoris aurea
SRR27586335,PRJNA1065507,SAMN39463007,Lycoris aurea,Plant sample from Lycoris aurea,one-year-old seedlings,,Whole plant/Seedling,declared,Control,sample text,ENA,Lycoris aurea Raw sequence reads,one-year-old seedlings | Plant sample from Lycoris aurea | Sample_ck_12_b | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | 12h untreated sample 2 | BioSampleModel=Plant | INSDC secondary accession=SRS20157375 | NCBI submission package=Plant.1.0 | age=1 | collection_date=2019-02-01 | geo_loc_name=China:NanJing | isolate=12h untreated sample 2 | organism=Lycoris aurea | tissue=one-year-old seedlings | title=Plant sample from Lycoris aurea
SRR27586336,PRJNA1065507,SAMN39463006,Lycoris aurea,Plant sample from Lycoris aurea,one-year-old seedlings,,Whole plant/Seedling,declared,Control,sample text,ENA,Lycoris aurea Raw sequence reads,one-year-old seedlings | Plant sample from Lycoris aurea | Sample_ck_12_a | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | 12h untreated sample 1 | BioSampleModel=Plant | INSDC secondary accession=SRS20157374 | NCBI submission package=Plant.1.0 | age=1 | collection_date=2019-02-01 | geo_loc_name=China:NanJing | isolate=12h untreated sample 1 | organism=Lycoris aurea | tissue=one-year-old seedlings | title=Plant sample from Lycoris aurea
SRR27586337,PRJNA1065507,SAMN39463005,Lycoris aurea,Plant sample from Lycoris aurea,one-year-old seedlings,,Whole plant/Seedling,declared,Control,sample text,ENA,Lycoris aurea Raw sequence reads,one-year-old seedlings | Plant sample from Lycoris aurea | Sample_ck_6_c | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | 6h untreated sample 3 | BioSampleModel=Plant | INSDC secondary accession=SRS20157376 | NCBI submission package=Plant.1.0 | age=1 | collection_date=2019-02-01 | geo_loc_name=China:NanJing | isolate=6h untreated sample 3 | organism=Lycoris aurea | tissue=one-year-old seedlings | title=Plant sample from Lycoris aurea
SRR27586338,PRJNA1065507,SAMN39463004,Lycoris aurea,Plant sample from Lycoris aurea,one-year-old seedlings,,Whole plant/Seedling,declared,Control,sample text,ENA,Lycoris aurea Raw sequence reads,one-year-old seedlings | Plant sample from Lycoris aurea | Sample_ck_6_b | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | 6h untreated sample 2 | BioSampleModel=Plant | INSDC secondary accession=SRS20157370 | NCBI submission package=Plant.1.0 | age=1 | collection_date=2019-02-01 | geo_loc_name=China:NanJing | isolate=6h untreated sample 2 | organism=Lycoris aurea | tissue=one-year-old seedlings | title=Plant sample from Lycoris aurea
SRR27586339,PRJNA1065507,SAMN39463003,Lycoris aurea,Plant sample from Lycoris aurea,one-year-old seedlings,,Whole plant/Seedling,declared,Control,sample text,ENA,Lycoris aurea Raw sequence reads,one-year-old seedlings | Plant sample from Lycoris aurea | Sample_ck_6_a | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | 6h untreated sample 1 | BioSampleModel=Plant | INSDC secondary accession=SRS20157373 | NCBI submission package=Plant.1.0 | age=1 | collection_date=2019-02-01 | geo_loc_name=China:NanJing | isolate=6h untreated sample 1 | organism=Lycoris aurea | tissue=one-year-old seedlings | title=Plant sample from Lycoris aurea
SRR27586340,PRJNA1065507,SAMN39463026,Lycoris aurea,Plant sample from Lycoris aurea,one-year-old seedlings,,Whole plant/Seedling,declared,Hormone/Elicitor,sample text,ENA,Lycoris aurea Raw sequence reads,one-year-old seedlings | Plant sample from Lycoris aurea | Sample_mj_36_c | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | 36h MeJA treatment sample 3 | BioSampleModel=Plant | INSDC secondary accession=SRS20157371 | NCBI submission package=Plant.1.0 | age=1 | collection_date=2019-02-01 | geo_loc_name=China:NanJing | isolate=36h MeJA treatment sample 3 | organism=Lycoris aurea | tissue=one-year-old seedlings | title=Plant sample from Lycoris aurea
SRR27586341,PRJNA1065507,SAMN39463025,Lycoris aurea,Plant sample from Lycoris aurea,one-year-old seedlings,,Whole plant/Seedling,declared,Hormone/Elicitor,sample text,ENA,Lycoris aurea Raw sequence reads,one-year-old seedlings | Plant sample from Lycoris aurea | Sample_mj_36_b | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | 36h MeJA treatment sample 2 | BioSampleModel=Plant | INSDC secondary accession=SRS20157372 | NCBI submission package=Plant.1.0 | age=1 | collection_date=2019-02-01 | geo_loc_name=China:NanJing | isolate=36h MeJA treatment sample 2 | organism=Lycoris aurea | tissue=one-year-old seedlings | title=Plant sample from Lycoris aurea
SRR27586342,PRJNA1065507,SAMN39463024,Lycoris aurea,Plant sample from Lycoris aurea,one-year-old seedlings,,Whole plant/Seedling,declared,Hormone/Elicitor,sample text,ENA,Lycoris aurea Raw sequence reads,one-year-old seedlings | Plant sample from Lycoris aurea | Sample_mj_36_a | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | 36h MeJA treatment sample 1 | BioSampleModel=Plant | INSDC secondary accession=SRS20157369 | NCBI submission package=Plant.1.0 | age=1 | collection_date=2019-02-01 | geo_loc_name=China:NanJing | isolate=36h MeJA treatment sample 1 | organism=Lycoris aurea | tissue=one-year-old seedlings | title=Plant sample from Lycoris aurea
SRR27586343,PRJNA1065507,SAMN39463023,Lycoris aurea,Plant sample from Lycoris aurea,one-year-old seedlings,,Whole plant/Seedling,declared,Hormone/Elicitor,sample text,ENA,Lycoris aurea Raw sequence reads,one-year-old seedlings | Plant sample from Lycoris aurea | Sample_mj_24_c | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | 24h MeJA treatment sample 3 | BioSampleModel=Plant | INSDC secondary accession=SRS20157367 | NCBI submission package=Plant.1.0 | age=1 | collection_date=2019-02-01 | geo_loc_name=China:NanJing | isolate=24h MeJA treatment sample 3 | organism=Lycoris aurea | tissue=one-year-old seedlings | title=Plant sample from Lycoris aurea
SRR27586344,PRJNA1065507,SAMN39463022,Lycoris aurea,Plant sample from Lycoris aurea,one-year-old seedlings,,Whole plant/Seedling,declared,Hormone/Elicitor,sample text,ENA,Lycoris aurea Raw sequence reads,one-year-old seedlings | Plant sample from Lycoris aurea | Sample_mj_24_b | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | 24h MeJA treatment sample 2 | BioSampleModel=Plant | INSDC secondary accession=SRS20157368 | NCBI submission package=Plant.1.0 | age=1 | collection_date=2019-02-01 | geo_loc_name=China:NanJing | isolate=24h MeJA treatment sample 2 | organism=Lycoris aurea | tissue=one-year-old seedlings | title=Plant sample from Lycoris aurea
SRR27586345,PRJNA1065507,SAMN39463021,Lycoris aurea,Plant sample from Lycoris aurea,one-year-old seedlings,,Whole plant/Seedling,declared,Hormone/Elicitor,sample text,ENA,Lycoris aurea Raw sequence reads,one-year-old seedlings | Plant sample from Lycoris aurea | Sample_mj_24_a | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | 24h MeJA treatment sample 1 | BioSampleModel=Plant | INSDC secondary accession=SRS20157366 | NCBI submission package=Plant.1.0 | age=1 | collection_date=2019-02-01 | geo_loc_name=China:NanJing | isolate=24h MeJA treatment sample 1 | organism=Lycoris aurea | tissue=one-year-old seedlings | title=Plant sample from Lycoris aurea
